rodada_num,time,pontos,vitorias,modelo,posicao,data_atualizacao,pontos_time,aproveitamento,aproveitamento_recente,media_gols_marcados,media_gols_sofridos,jogos
7,Cruzeiro,13.0,4,LogisticRegression_LOSO,4,2025-11-25 18:30:27.237932,68.0,0.6476190476190476,0.7333333333333333,1.4857142857142858,0.7142857142857143,35
7,Fluminense,13.0,4,LogisticRegression_LOSO,5,2025-11-25 18:30:27.237932,55.0,0.5238095238095238,0.5333333333333333,1.1428571428571428,1.0857142857142856,35
7,Bahia,12.0,3,LogisticRegression_LOSO,6,2025-11-25 18:30:27.237932,56.0,0.5333333333333333,0.4666666666666667,1.3428571428571427,1.2285714285714286,35
7,Ceará,11.0,3,LogisticRegression_LOSO,7,2025-11-25 18:30:27.237932,42.0,0.4,0.4666666666666667,0.9142857142857143,1.0,35
7,Corinthians,10.0,3,LogisticRegression_LOSO,8,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.4,1.0857142857142856,1.2,35
7,Atlético-MG,9.0,2,LogisticRegression_LOSO,9,2025-11-25 18:30:27.237932,44.0,0.43137254901960786,0.6666666666666666,1.088235294117647,1.1470588235294117,34
7,Internacional,9.0,2,LogisticRegression_LOSO,10,2025-11-25 18:30:27.237932,41.0,0.3904761904761905,0.4,1.1428571428571428,1.3714285714285714,35
7,São Paulo,9.0,1,LogisticRegression_LOSO,11,2025-11-25 18:30:27.237932,48.0,0.45714285714285713,0.4666666666666667,1.1428571428571428,1.1428571428571428,35
7,Botafogo,8.0,2,LogisticRegression_LOSO,12,2025-11-25 18:30:27.237932,58.0,0.5523809523809524,0.7333333333333333,1.4285714285714286,0.9142857142857143,35
7,Grêmio,8.0,2,LogisticRegression_LOSO,13,2025-11-25 18:30:27.237932,43.0,0.4095238095238095,0.26666666666666666,1.1142857142857143,1.3142857142857143,35
7,Juventude,7.0,2,LogisticRegression_LOSO,14,2025-11-25 18:30:27.237932,33.0,0.3142857142857143,0.4666666666666667,0.9428571428571428,1.8285714285714285,35
7,Vasco,7.0,2,LogisticRegression_LOSO,15,2025-11-25 18:30:27.237932,42.0,0.4,0.0,1.4285714285714286,1.4857142857142858,35
7,Fortaleza,7.0,1,LogisticRegression_LOSO,16,2025-11-25 18:30:27.237932,34.0,0.3333333333333333,0.6,1.088235294117647,1.5588235294117647,34
7,Mirassol,7.0,1,LogisticRegression_LOSO,17,2025-11-25 18:30:27.237932,63.0,0.6,0.5333333333333333,1.6571428571428573,0.9714285714285714,35
7,Vitória,6.0,1,LogisticRegression_LOSO,18,2025-11-25 18:30:27.237932,39.0,0.37142857142857144,0.5333333333333333,0.9142857142857143,1.3714285714285714,35
7,Santos,4.0,1,LogisticRegression_LOSO,19,2025-11-25 18:30:27.237932,38.0,0.3619047619047619,0.2,1.0285714285714285,1.4285714285714286,35
7,Sport,2.0,0,LogisticRegression_LOSO,20,2025-11-25 18:30:27.237932,17.0,0.1619047619047619,0.0,0.8,1.8857142857142857,35
8,Palmeiras,19.0,6,LogisticRegression_LOSO,1,2025-11-25 18:30:27.237932,70.0,0.6666666666666666,0.5333333333333333,1.6571428571428573,0.8285714285714286,35
8,Bragantino,17.0,5,LogisticRegression_LOSO,2,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.6,1.1428571428571428,1.5142857142857142,35
8,Flamengo,17.0,5,LogisticRegression_LOSO,3,2025-11-25 18:30:27.237932,74.0,0.7047619047619048,0.6666666666666666,2.085714285714286,0.6571428571428571,35
8,Cruzeiro,16.0,5,LogisticRegression_LOSO,4,2025-11-25 18:30:27.237932,68.0,0.6476190476190476,0.7333333333333333,1.4857142857142858,0.7142857142857143,35
8,Fluminense,13.0,4,LogisticRegression_LOSO,5,2025-11-25 18:30:27.237932,55.0,0.5238095238095238,0.5333333333333333,1.1428571428571428,1.0857142857142856,35
8,Atlético-MG,12.0,3,LogisticRegression_LOSO,6,2025-11-25 18:30:27.237932,44.0,0.43137254901960786,0.6666666666666666,1.088235294117647,1.1470588235294117,34
8,Bahia,12.0,3,LogisticRegression_LOSO,7,2025-11-25 18:30:27.237932,56.0,0.5333333333333333,0.4666666666666667,1.3428571428571427,1.2285714285714286,35
8,Ceará,12.0,3,LogisticRegression_LOSO,8,2025-11-25 18:30:27.237932,42.0,0.4,0.4666666666666667,0.9142857142857143,1.0,35
8,Botafogo,11.0,3,LogisticRegression_LOSO,9,2025-11-25 18:30:27.237932,58.0,0.5523809523809524,0.7333333333333333,1.4285714285714286,0.9142857142857143,35
8,Corinthians,10.0,3,LogisticRegression_LOSO,10,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.4,1.0857142857142856,1.2,35
8,Fortaleza,10.0,2,LogisticRegression_LOSO,11,2025-11-25 18:30:27.237932,34.0,0.3333333333333333,0.6,1.088235294117647,1.5588235294117647,34
8,Mirassol,10.0,2,LogisticRegression_LOSO,12,2025-11-25 18:30:27.237932,63.0,0.6,0.5333333333333333,1.6571428571428573,0.9714285714285714,35
8,Grêmio,9.0,2,LogisticRegression_LOSO,13,2025-11-25 18:30:27.237932,43.0,0.4095238095238095,0.26666666666666666,1.1142857142857143,1.3142857142857143,35
8,Internacional,9.0,2,LogisticRegression_LOSO,14,2025-11-25 18:30:27.237932,41.0,0.3904761904761905,0.4,1.1428571428571428,1.3714285714285714,35
8,Vitória,9.0,2,LogisticRegression_LOSO,15,2025-11-25 18:30:27.237932,39.0,0.37142857142857144,0.5333333333333333,0.9142857142857143,1.3714285714285714,35
8,São Paulo,9.0,1,LogisticRegression_LOSO,16,2025-11-25 18:30:27.237932,48.0,0.45714285714285713,0.4666666666666667,1.1428571428571428,1.1428571428571428,35
8,Juventude,7.0,2,LogisticRegression_LOSO,17,2025-11-25 18:30:27.237932,33.0,0.3142857142857143,0.4666666666666667,0.9428571428571428,1.8285714285714285,35
8,Vasco,7.0,2,LogisticRegression_LOSO,18,2025-11-25 18:30:27.237932,42.0,0.4,0.0,1.4285714285714286,1.4857142857142858,35
8,Santos,5.0,1,LogisticRegression_LOSO,19,2025-11-25 18:30:27.237932,38.0,0.3619047619047619,0.2,1.0285714285714285,1.4285714285714286,35
8,Sport,2.0,0,LogisticRegression_LOSO,20,2025-11-25 18:30:27.237932,17.0,0.1619047619047619,0.0,0.8,1.8857142857142857,35
9,Palmeiras,22.0,7,LogisticRegression_LOSO,1,2025-11-25 18:30:27.237932,70.0,0.6666666666666666,0.5333333333333333,1.6571428571428573,0.8285714285714286,35
9,Flamengo,18.0,5,LogisticRegression_LOSO,2,2025-11-25 18:30:27.237932,74.0,0.7047619047619048,0.6666666666666666,2.085714285714286,0.6571428571428571,35
9,Bragantino,17.0,5,LogisticRegression_LOSO,3,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.6,1.1428571428571428,1.5142857142857142,35
9,Cruzeiro,17.0,5,LogisticRegression_LOSO,4,2025-11-25 18:30:27.237932,68.0,0.6476190476190476,0.7333333333333333,1.4857142857142858,0.7142857142857143,35
