rodada_num,time,pontos,vitorias,modelo,posicao,data_atualizacao,pontos_time,aproveitamento,aproveitamento_recente,media_gols_marcados,media_gols_sofridos,jogos
9,Bahia,15.0,4,LogisticRegression_LOSO,5,2025-11-25 18:30:27.237932,56.0,0.5333333333333333,0.4666666666666667,1.3428571428571427,1.2285714285714286,35
9,Ceará,15.0,4,LogisticRegression_LOSO,6,2025-11-25 18:30:27.237932,42.0,0.4,0.4666666666666667,0.9142857142857143,1.0,35
9,Fluminense,14.0,4,LogisticRegression_LOSO,7,2025-11-25 18:30:27.237932,55.0,0.5238095238095238,0.5333333333333333,1.1428571428571428,1.0857142857142856,35
9,Corinthians,13.0,4,LogisticRegression_LOSO,8,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.4,1.0857142857142856,1.2,35
9,Atlético-MG,13.0,3,LogisticRegression_LOSO,9,2025-11-25 18:30:27.237932,44.0,0.43137254901960786,0.6666666666666666,1.088235294117647,1.1470588235294117,34
9,Botafogo,12.0,3,LogisticRegression_LOSO,10,2025-11-25 18:30:27.237932,58.0,0.5523809523809524,0.7333333333333333,1.4285714285714286,0.9142857142857143,35
9,São Paulo,12.0,2,LogisticRegression_LOSO,11,2025-11-25 18:30:27.237932,48.0,0.45714285714285713,0.4666666666666667,1.1428571428571428,1.1428571428571428,35
9,Mirassol,11.0,2,LogisticRegression_LOSO,12,2025-11-25 18:30:27.237932,63.0,0.6,0.5333333333333333,1.6571428571428573,0.9714285714285714,35
9,Vasco,10.0,3,LogisticRegression_LOSO,13,2025-11-25 18:30:27.237932,42.0,0.4,0.0,1.4285714285714286,1.4857142857142858,35
9,Fortaleza,10.0,2,LogisticRegression_LOSO,14,2025-11-25 18:30:27.237932,34.0,0.3333333333333333,0.6,1.088235294117647,1.5588235294117647,34
9,Internacional,10.0,2,LogisticRegression_LOSO,15,2025-11-25 18:30:27.237932,41.0,0.3904761904761905,0.4,1.1428571428571428,1.3714285714285714,35
9,Grêmio,9.0,2,LogisticRegression_LOSO,16,2025-11-25 18:30:27.237932,43.0,0.4095238095238095,0.26666666666666666,1.1142857142857143,1.3142857142857143,35
9,Vitória,9.0,2,LogisticRegression_LOSO,17,2025-11-25 18:30:27.237932,39.0,0.37142857142857144,0.5333333333333333,0.9142857142857143,1.3714285714285714,35
9,Juventude,8.0,2,LogisticRegression_LOSO,18,2025-11-25 18:30:27.237932,33.0,0.3142857142857143,0.4666666666666667,0.9428571428571428,1.8285714285714285,35
9,Santos,5.0,1,LogisticRegression_LOSO,19,2025-11-25 18:30:27.237932,38.0,0.3619047619047619,0.2,1.0285714285714285,1.4285714285714286,35
9,Sport,2.0,0,LogisticRegression_LOSO,20,2025-11-25 18:30:27.237932,17.0,0.1619047619047619,0.0,0.8,1.8857142857142857,35
10,Palmeiras,22.0,7,LogisticRegression_LOSO,1,2025-11-25 18:30:27.237932,70.0,0.6666666666666666,0.5333333333333333,1.6571428571428573,0.8285714285714286,35
10,Flamengo,21.0,6,LogisticRegression_LOSO,2,2025-11-25 18:30:27.237932,74.0,0.7047619047619048,0.6666666666666666,2.085714285714286,0.6571428571428571,35
10,Bragantino,20.0,6,LogisticRegression_LOSO,3,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.6,1.1428571428571428,1.5142857142857142,35
10,Cruzeiro,20.0,6,LogisticRegression_LOSO,4,2025-11-25 18:30:27.237932,68.0,0.6476190476190476,0.7333333333333333,1.4857142857142858,0.7142857142857143,35
10,Fluminense,17.0,5,LogisticRegression_LOSO,5,2025-11-25 18:30:27.237932,55.0,0.5238095238095238,0.5333333333333333,1.1428571428571428,1.0857142857142856,35
10,Bahia,15.0,4,LogisticRegression_LOSO,6,2025-11-25 18:30:27.237932,56.0,0.5333333333333333,0.4666666666666667,1.3428571428571427,1.2285714285714286,35
10,Botafogo,15.0,4,LogisticRegression_LOSO,7,2025-11-25 18:30:27.237932,58.0,0.5523809523809524,0.7333333333333333,1.4285714285714286,0.9142857142857143,35
10,Ceará,15.0,4,LogisticRegression_LOSO,8,2025-11-25 18:30:27.237932,42.0,0.4,0.4666666666666667,0.9142857142857143,1.0,35
10,Corinthians,14.0,4,LogisticRegression_LOSO,9,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.4,1.0857142857142856,1.2,35
10,Atlético-MG,14.0,3,LogisticRegression_LOSO,10,2025-11-25 18:30:27.237932,44.0,0.43137254901960786,0.6666666666666666,1.088235294117647,1.1470588235294117,34
10,Mirassol,14.0,3,LogisticRegression_LOSO,11,2025-11-25 18:30:27.237932,63.0,0.6,0.5333333333333333,1.6571428571428573,0.9714285714285714,35
10,Grêmio,12.0,3,LogisticRegression_LOSO,12,2025-11-25 18:30:27.237932,43.0,0.4095238095238095,0.26666666666666666,1.1142857142857143,1.3142857142857143,35
10,São Paulo,12.0,2,LogisticRegression_LOSO,13,2025-11-25 18:30:27.237932,48.0,0.45714285714285713,0.4666666666666667,1.1428571428571428,1.1428571428571428,35
10,Internacional,11.0,2,LogisticRegression_LOSO,14,2025-11-25 18:30:27.237932,41.0,0.3904761904761905,0.4,1.1428571428571428,1.3714285714285714,35
10,Vasco,10.0,3,LogisticRegression_LOSO,15,2025-11-25 18:30:27.237932,42.0,0.4,0.0,1.4285714285714286,1.4857142857142858,35
10,Fortaleza,10.0,2,LogisticRegression_LOSO,16,2025-11-25 18:30:27.237932,34.0,0.3333333333333333,0.6,1.088235294117647,1.5588235294117647,34
10,Vitória,9.0,2,LogisticRegression_LOSO,17,2025-11-25 18:30:27.237932,39.0,0.37142857142857144,0.5333333333333333,0.9142857142857143,1.3714285714285714,35
10,Juventude,8.0,2,LogisticRegression_LOSO,18,2025-11-25 18:30:27.237932,33.0,0.3142857142857143,0.4666666666666667,0.9428571428571428,1.8285714285714285,35
10,Santos,8.0,2,LogisticRegression_LOSO,19,2025-11-25 18:30:27.237932,38.0,0.3619047619047619,0.2,1.0285714285714285,1.4285714285714286,35
10,Sport,3.0,0,LogisticRegression_LOSO,20,2025-11-25 18:30:27.237932,17.0,0.1619047619047619,0.0,0.8,1.8857142857142857,35
11,Flamengo,24.0,7,LogisticRegression_LOSO,1,2025-11-25 18:30:27.237932,74.0,0.7047619047619048,0.6666666666666666,2.085714285714286,0.6571428571428571,35
11,Bragantino,23.0,7,LogisticRegression_LOSO,2,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.6,1.1428571428571428,1.5142857142857142,35
11,Cruzeiro,23.0,7,LogisticRegression_LOSO,3,2025-11-25 18:30:27.237932,68.0,0.6476190476190476,0.7333333333333333,1.4857142857142858,0.7142857142857143,35
11,Palmeiras,22.0,7,LogisticRegression_LOSO,4,2025-11-25 18:30:27.237932,70.0,0.6666666666666666,0.5333333333333333,1.6571428571428573,0.8285714285714286,35
11,Fluminense,20.0,6,LogisticRegression_LOSO,5,2025-11-25 18:30:27.237932,55.0,0.5238095238095238,0.5333333333333333,1.1428571428571428,1.0857142857142856,35
11,Bahia,18.0,5,LogisticRegression_LOSO,6,2025-11-25 18:30:27.237932,56.0,0.5333333333333333,0.4666666666666667,1.3428571428571427,1.2285714285714286,35
11,Botafogo,18.0,5,LogisticRegression_LOSO,7,2025-11-25 18:30:27.237932,58.0,0.5523809523809524,0.7333333333333333,1.4285714285714286,0.9142857142857143,35
11,Atlético-MG,17.0,4,LogisticRegression_LOSO,8,2025-11-25 18:30:27.237932,44.0,0.43137254901960786,0.6666666666666666,1.088235294117647,1.1470588235294117,34
11,Mirassol,17.0,4,LogisticRegression_LOSO,9,2025-11-25 18:30:27.237932,63.0,0.6,0.5333333333333333,1.6571428571428573,0.9714285714285714,35
11,Ceará,15.0,4,LogisticRegression_LOSO,10,2025-11-25 18:30:27.237932,42.0,0.4,0.4666666666666667,0.9142857142857143,1.0,35
11,Corinthians,15.0,4,LogisticRegression_LOSO,11,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.4,1.0857142857142856,1.2,35
11,Grêmio,15.0,4,LogisticRegression_LOSO,12,2025-11-25 18:30:27.237932,43.0,0.4095238095238095,0.26666666666666666,1.1142857142857143,1.3142857142857143,35
11,São Paulo,12.0,2,LogisticRegression_LOSO,13,2025-11-25 18:30:27.237932,48.0,0.45714285714285713,0.4666666666666667,1.1428571428571428,1.1428571428571428,35
11,Internacional,11.0,2,LogisticRegression_LOSO,14,2025-11-25 18:30:27.237932,41.0,0.3904761904761905,0.4,1.1428571428571428,1.3714285714285714,35
11,Vasco,10.0,3,LogisticRegression_LOSO,15,2025-11-25 18:30:27.237932,42.0,0.4,0.0,1.4285714285714286,1.4857142857142858,35
11,Fortaleza,10.0,2,LogisticRegression_LOSO,16,2025-11-25 18:30:27.237932,34.0,0.3333333333333333,0.6,1.088235294117647,1.5588235294117647,34
11,Vitória,10.0,2,LogisticRegression_LOSO,17,2025-11-25 18:30:27.237932,39.0,0.37142857142857144,0.5333333333333333,0.9142857142857143,1.3714285714285714,35
11,Juventude,8.0,2,LogisticRegression_LOSO,18,2025-11-25 18:30:27.237932,33.0,0.3142857142857143,0.4666666666666667,0.9428571428571428,1.8285714285714285,35
11,Santos,8.0,2,LogisticRegression_LOSO,19,2025-11-25 18:30:27.237932,38.0,0.3619047619047619,0.2,1.0285714285714285,1.4285714285714286,35
11,Sport,3.0,0,LogisticRegression_LOSO,20,2025-11-25 18:30:27.237932,17.0,0.1619047619047619,0.0,0.8,1.8857142857142857,35
12,Flamengo,27.0,8,LogisticRegression_LOSO,1,2025-11-25 18:30:27.237932,74.0,0.7047619047619048,0.6666666666666666,2.085714285714286,0.6571428571428571,35
12,Palmeiras,25.0,8,LogisticRegression_LOSO,2,2025-11-25 18:30:27.237932,70.0,0.6666666666666666,0.5333333333333333,1.6571428571428573,0.8285714285714286,35
12,Cruzeiro,24.0,7,LogisticRegression_LOSO,3,2025-11-25 18:30:27.237932,68.0,0.6476190476190476,0.7333333333333333,1.4857142857142858,0.7142857142857143,35
12,Bragantino,23.0,7,LogisticRegression_LOSO,4,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.6,1.1428571428571428,1.5142857142857142,35
12,Fluminense,23.0,7,LogisticRegression_LOSO,5,2025-11-25 18:30:27.237932,55.0,0.5238095238095238,0.5333333333333333,1.1428571428571428,1.0857142857142856,35
12,Bahia,21.0,6,LogisticRegression_LOSO,6,2025-11-25 18:30:27.237932,56.0,0.5333333333333333,0.4666666666666667,1.3428571428571427,1.2285714285714286,35
12,Atlético-MG,20.0,5,LogisticRegression_LOSO,7,2025-11-25 18:30:27.237932,44.0,0.43137254901960786,0.6666666666666666,1.088235294117647,1.1470588235294117,34
12,Botafogo,19.0,5,LogisticRegression_LOSO,8,2025-11-25 18:30:27.237932,58.0,0.5523809523809524,0.7333333333333333,1.4285714285714286,0.9142857142857143,35
12,Mirassol,18.0,4,LogisticRegression_LOSO,9,2025-11-25 18:30:27.237932,63.0,0.6,0.5333333333333333,1.6571428571428573,0.9714285714285714,35
12,Corinthians,16.0,4,LogisticRegression_LOSO,10,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.4,1.0857142857142856,1.2,35
12,Grêmio,16.0,4,LogisticRegression_LOSO,11,2025-11-25 18:30:27.237932,43.0,0.4095238095238095,0.26666666666666666,1.1142857142857143,1.3142857142857143,35
12,Ceará,15.0,4,LogisticRegression_LOSO,12,2025-11-25 18:30:27.237932,42.0,0.4,0.4666666666666667,0.9142857142857143,1.0,35
12,Vasco,13.0,4,LogisticRegression_LOSO,13,2025-11-25 18:30:27.237932,42.0,0.4,0.0,1.4285714285714286,1.4857142857142858,35
12,São Paulo,12.0,2,LogisticRegression_LOSO,14,2025-11-25 18:30:27.237932,48.0,0.45714285714285713,0.4666666666666667,1.1428571428571428,1.1428571428571428,35
12,Santos,11.0,3,LogisticRegression_LOSO,15,2025-11-25 18:30:27.237932,38.0,0.3619047619047619,0.2,1.0285714285714285,1.4285714285714286,35
12,Internacional,11.0,2,LogisticRegression_LOSO,16,2025-11-25 18:30:27.237932,41.0,0.3904761904761905,0.4,1.1428571428571428,1.3714285714285714,35
12,Vitória,11.0,2,LogisticRegression_LOSO,17,2025-11-25 18:30:27.237932,39.0,0.37142857142857144,0.5333333333333333,0.9142857142857143,1.3714285714285714,35
12,Fortaleza,10.0,2,LogisticRegression_LOSO,18,2025-11-25 18:30:27.237932,34.0,0.3333333333333333,0.6,1.088235294117647,1.5588235294117647,34
12,Juventude,8.0,2,LogisticRegression_LOSO,19,2025-11-25 18:30:27.237932,33.0,0.3142857142857143,0.4666666666666667,0.9428571428571428,1.8285714285714285,35
12,Sport,3.0,0,LogisticRegression_LOSO,20,2025-11-25 18:30:27.237932,17.0,0.1619047619047619,0.0,0.8,1.8857142857142857,35
13,Flamengo,30.0,9,LogisticRegression_LOSO,1,2025-11-25 18:30:27.237932,74.0,0.7047619047619048,0.6666666666666666,2.085714285714286,0.6571428571428571,35
13,Cruzeiro,27.0,8,LogisticRegression_LOSO,2,2025-11-25 18:30:27.237932,68.0,0.6476190476190476,0.7333333333333333,1.4857142857142858,0.7142857142857143,35
13,Bragantino,26.0,8,LogisticRegression_LOSO,3,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.6,1.1428571428571428,1.5142857142857142,35
13,Palmeiras,25.0,8,LogisticRegression_LOSO,4,2025-11-25 18:30:27.237932,70.0,0.6666666666666666,0.5333333333333333,1.6571428571428573,0.8285714285714286,35
13,Bahia,24.0,7,LogisticRegression_LOSO,5,2025-11-25 18:30:27.237932,56.0,0.5333333333333333,0.4666666666666667,1.3428571428571427,1.2285714285714286,35
13,Fluminense,23.0,7,LogisticRegression_LOSO,6,2025-11-25 18:30:27.237932,55.0,0.5238095238095238,0.5333333333333333,1.1428571428571428,1.0857142857142856,35
13,Botafogo,22.0,6,LogisticRegression_LOSO,7,2025-11-25 18:30:27.237932,58.0,0.5523809523809524,0.7333333333333333,1.4285714285714286,0.9142857142857143,35
13,Mirassol,21.0,5,LogisticRegression_LOSO,8,2025-11-25 18:30:27.237932,63.0,0.6,0.5333333333333333,1.6571428571428573,0.9714285714285714,35
13,Atlético-MG,20.0,5,LogisticRegression_LOSO,9,2025-11-25 18:30:27.237932,44.0,0.43137254901960786,0.6666666666666666,1.088235294117647,1.1470588235294117,34
13,Ceará,18.0,5,LogisticRegression_LOSO,10,2025-11-25 18:30:27.237932,42.0,0.4,0.4666666666666667,0.9142857142857143,1.0,35
13,Corinthians,16.0,4,LogisticRegression_LOSO,11,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.4,1.0857142857142856,1.2,35
13,Grêmio,16.0,4,LogisticRegression_LOSO,12,2025-11-25 18:30:27.237932,43.0,0.4095238095238095,0.26666666666666666,1.1142857142857143,1.3142857142857143,35
13,Santos,14.0,4,LogisticRegression_LOSO,13,2025-11-25 18:30:27.237932,38.0,0.3619047619047619,0.2,1.0285714285714285,1.4285714285714286,35
13,Internacional,14.0,3,LogisticRegression_LOSO,14,2025-11-25 18:30:27.237932,41.0,0.3904761904761905,0.4,1.1428571428571428,1.3714285714285714,35
13,Vasco,13.0,4,LogisticRegression_LOSO,15,2025-11-25 18:30:27.237932,42.0,0.4,0.0,1.4285714285714286,1.4857142857142858,35
13,São Paulo,12.0,2,LogisticRegression_LOSO,16,2025-11-25 18:30:27.237932,48.0,0.45714285714285713,0.4666666666666667,1.1428571428571428,1.1428571428571428,35
13,Juventude,11.0,3,LogisticRegression_LOSO,17,2025-11-25 18:30:27.237932,33.0,0.3142857142857143,0.4666666666666667,0.9428571428571428,1.8285714285714285,35
13,Vitória,11.0,2,LogisticRegression_LOSO,18,2025-11-25 18:30:27.237932,39.0,0.37142857142857144,0.5333333333333333,0.9142857142857143,1.3714285714285714,35
13,Fortaleza,10.0,2,LogisticRegression_LOSO,19,2025-11-25 18:30:27.237932,34.0,0.3333333333333333,0.6,1.088235294117647,1.5588235294117647,34
13,Sport,3.0,0,LogisticRegression_LOSO,20,2025-11-25 18:30:27.237932,17.0,0.1619047619047619,0.0,0.8,1.8857142857142857,35
14,Cruzeiro,30.0,9,LogisticRegression_LOSO,1,2025-11-25 18:30:27.237932,68.0,0.6476190476190476,0.7333333333333333,1.4857142857142858,0.7142857142857143,35
14,Flamengo,30.0,9,LogisticRegression_LOSO,2,2025-11-25 18:30:27.237932,74.0,0.7047619047619048,0.6666666666666666,2.085714285714286,0.6571428571428571,35
14,Bahia,27.0,8,LogisticRegression_LOSO,3,2025-11-25 18:30:27.237932,56.0,0.5333333333333333,0.4666666666666667,1.3428571428571427,1.2285714285714286,35
14,Bragantino,27.0,8,LogisticRegression_LOSO,4,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.6,1.1428571428571428,1.5142857142857142,35
14,Palmeiras,26.0,8,LogisticRegression_LOSO,5,2025-11-25 18:30:27.237932,70.0,0.6666666666666666,0.5333333333333333,1.6571428571428573,0.8285714285714286,35
14,Fluminense,23.0,7,LogisticRegression_LOSO,6,2025-11-25 18:30:27.237932,55.0,0.5238095238095238,0.5333333333333333,1.1428571428571428,1.0857142857142856,35
14,Atlético-MG,23.0,6,LogisticRegression_LOSO,7,2025-11-25 18:30:27.237932,44.0,0.43137254901960786,0.6666666666666666,1.088235294117647,1.1470588235294117,34
14,Botafogo,23.0,6,LogisticRegression_LOSO,8,2025-11-25 18:30:27.237932,58.0,0.5523809523809524,0.7333333333333333,1.4285714285714286,0.9142857142857143,35
14,Mirassol,22.0,5,LogisticRegression_LOSO,9,2025-11-25 18:30:27.237932,63.0,0.6,0.5333333333333333,1.6571428571428573,0.9714285714285714,35
14,Corinthians,19.0,5,LogisticRegression_LOSO,10,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.4,1.0857142857142856,1.2,35
14,Grêmio,19.0,5,LogisticRegression_LOSO,11,2025-11-25 18:30:27.237932,43.0,0.4095238095238095,0.26666666666666666,1.1142857142857143,1.3142857142857143,35
14,Ceará,18.0,5,LogisticRegression_LOSO,12,2025-11-25 18:30:27.237932,42.0,0.4,0.4666666666666667,0.9142857142857143,1.0,35
14,Santos,17.0,5,LogisticRegression_LOSO,13,2025-11-25 18:30:27.237932,38.0,0.3619047619047619,0.2,1.0285714285714285,1.4285714285714286,35
14,Juventude,14.0,4,LogisticRegression_LOSO,14,2025-11-25 18:30:27.237932,33.0,0.3142857142857143,0.4666666666666667,0.9428571428571428,1.8285714285714285,35
14,Internacional,14.0,3,LogisticRegression_LOSO,15,2025-11-25 18:30:27.237932,41.0,0.3904761904761905,0.4,1.1428571428571428,1.3714285714285714,35
14,Vasco,13.0,4,LogisticRegression_LOSO,16,2025-11-25 18:30:27.237932,42.0,0.4,0.0,1.4285714285714286,1.4857142857142858,35
14,São Paulo,13.0,2,LogisticRegression_LOSO,17,2025-11-25 18:30:27.237932,48.0,0.45714285714285713,0.4666666666666667,1.1428571428571428,1.1428571428571428,35
14,Vitória,12.0,2,LogisticRegression_LOSO,18,2025-11-25 18:30:27.237932,39.0,0.37142857142857144,0.5333333333333333,0.9142857142857143,1.3714285714285714,35
14,Fortaleza,10.0,2,LogisticRegression_LOSO,19,2025-11-25 18:30:27.237932,34.0,0.3333333333333333,0.6,1.088235294117647,1.5588235294117647,34
14,Sport,3.0,0,LogisticRegression_LOSO,20,2025-11-25 18:30:27.237932,17.0,0.1619047619047619,0.0,0.8,1.8857142857142857,35
15,Cruzeiro,33.0,10,LogisticRegression_LOSO,1,2025-11-25 18:30:27.237932,68.0,0.6476190476190476,0.7333333333333333,1.4857142857142858,0.7142857142857143,35
15,Flamengo,33.0,10,LogisticRegression_LOSO,2,2025-11-25 18:30:27.237932,74.0,0.7047619047619048,0.6666666666666666,2.085714285714286,0.6571428571428571,35
15,Palmeiras,29.0,9,LogisticRegression_LOSO,3,2025-11-25 18:30:27.237932,70.0,0.6666666666666666,0.5333333333333333,1.6571428571428573,0.8285714285714286,35
15,Bahia,28.0,8,LogisticRegression_LOSO,4,2025-11-25 18:30:27.237932,56.0,0.5333333333333333,0.4666666666666667,1.3428571428571427,1.2285714285714286,35
15,Bragantino,27.0,8,LogisticRegression_LOSO,5,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.6,1.1428571428571428,1.5142857142857142,35
15,Botafogo,26.0,7,LogisticRegression_LOSO,6,2025-11-25 18:30:27.237932,58.0,0.5523809523809524,0.7333333333333333,1.4285714285714286,0.9142857142857143,35
15,Mirassol,25.0,6,LogisticRegression_LOSO,7,2025-11-25 18:30:27.237932,63.0,0.6,0.5333333333333333,1.6571428571428573,0.9714285714285714,35
15,Fluminense,23.0,7,LogisticRegression_LOSO,8,2025-11-25 18:30:27.237932,55.0,0.5238095238095238,0.5333333333333333,1.1428571428571428,1.0857142857142856,35
15,Atlético-MG,23.0,6,LogisticRegression_LOSO,9,2025-11-25 18:30:27.237932,44.0,0.43137254901960786,0.6666666666666666,1.088235294117647,1.1470588235294117,34
15,Grêmio,20.0,5,LogisticRegression_LOSO,10,2025-11-25 18:30:27.237932,43.0,0.4095238095238095,0.26666666666666666,1.1142857142857143,1.3142857142857143,35
15,Corinthians,19.0,5,LogisticRegression_LOSO,11,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.4,1.0857142857142856,1.2,35
15,Ceará,18.0,5,LogisticRegression_LOSO,12,2025-11-25 18:30:27.237932,42.0,0.4,0.4666666666666667,0.9142857142857143,1.0,35
15,Santos,17.0,5,LogisticRegression_LOSO,13,2025-11-25 18:30:27.237932,38.0,0.3619047619047619,0.2,1.0285714285714285,1.4285714285714286,35
15,Internacional,17.0,4,LogisticRegression_LOSO,14,2025-11-25 18:30:27.237932,41.0,0.3904761904761905,0.4,1.1428571428571428,1.3714285714285714,35
15,São Paulo,16.0,3,LogisticRegression_LOSO,15,2025-11-25 18:30:27.237932,48.0,0.45714285714285713,0.4666666666666667,1.1428571428571428,1.1428571428571428,35
15,Vitória,15.0,3,LogisticRegression_LOSO,16,2025-11-25 18:30:27.237932,39.0,0.37142857142857144,0.5333333333333333,0.9142857142857143,1.3714285714285714,35
15,Juventude,14.0,4,LogisticRegression_LOSO,17,2025-11-25 18:30:27.237932,33.0,0.3142857142857143,0.4666666666666667,0.9428571428571428,1.8285714285714285,35
15,Vasco,14.0,4,LogisticRegression_LOSO,18,2025-11-25 18:30:27.237932,42.0,0.4,0.0,1.4285714285714286,1.4857142857142858,35
15,Fortaleza,11.0,2,LogisticRegression_LOSO,19,2025-11-25 18:30:27.237932,34.0,0.3333333333333333,0.6,1.088235294117647,1.5588235294117647,34
15,Sport,3.0,0,LogisticRegression_LOSO,20,2025-11-25 18:30:27.237932,17.0,0.1619047619047619,0.0,0.8,1.8857142857142857,35
16,Flamengo,36.0,11,LogisticRegression_LOSO,1,2025-11-25 18:30:27.237932,74.0,0.7047619047619048,0.6666666666666666,2.085714285714286,0.6571428571428571,35
16,Cruzeiro,34.0,10,LogisticRegression_LOSO,2,2025-11-25 18:30:27.237932,68.0,0.6476190476190476,0.7333333333333333,1.4857142857142858,0.7142857142857143,35
16,Palmeiras,32.0,10,LogisticRegression_LOSO,3,2025-11-25 18:30:27.237932,70.0,0.6666666666666666,0.5333333333333333,1.6571428571428573,0.8285714285714286,35
16,Bahia,28.0,8,LogisticRegression_LOSO,4,2025-11-25 18:30:27.237932,56.0,0.5333333333333333,0.4666666666666667,1.3428571428571427,1.2285714285714286,35
16,Mirassol,28.0,7,LogisticRegression_LOSO,5,2025-11-25 18:30:27.237932,63.0,0.6,0.5333333333333333,1.6571428571428573,0.9714285714285714,35
16,Bragantino,27.0,8,LogisticRegression_LOSO,6,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.6,1.1428571428571428,1.5142857142857142,35
16,Botafogo,27.0,7,LogisticRegression_LOSO,7,2025-11-25 18:30:27.237932,58.0,0.5523809523809524,0.7333333333333333,1.4285714285714286,0.9142857142857143,35
16,Atlético-MG,24.0,6,LogisticRegression_LOSO,8,2025-11-25 18:30:27.237932,44.0,0.43137254901960786,0.6666666666666666,1.088235294117647,1.1470588235294117,34
16,Fluminense,23.0,7,LogisticRegression_LOSO,9,2025-11-25 18:30:27.237932,55.0,0.5238095238095238,0.5333333333333333,1.1428571428571428,1.0857142857142856,35
16,Grêmio,21.0,5,LogisticRegression_LOSO,10,2025-11-25 18:30:27.237932,43.0,0.4095238095238095,0.26666666666666666,1.1142857142857143,1.3142857142857143,35
16,Corinthians,20.0,5,LogisticRegression_LOSO,11,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.4,1.0857142857142856,1.2,35
16,Internacional,20.0,5,LogisticRegression_LOSO,12,2025-11-25 18:30:27.237932,41.0,0.3904761904761905,0.4,1.1428571428571428,1.3714285714285714,35
16,São Paulo,19.0,4,LogisticRegression_LOSO,13,2025-11-25 18:30:27.237932,48.0,0.45714285714285713,0.4666666666666667,1.1428571428571428,1.1428571428571428,35
16,Ceará,18.0,5,LogisticRegression_LOSO,14,2025-11-25 18:30:27.237932,42.0,0.4,0.4666666666666667,0.9142857142857143,1.0,35
16,Santos,17.0,5,LogisticRegression_LOSO,15,2025-11-25 18:30:27.237932,38.0,0.3619047619047619,0.2,1.0285714285714285,1.4285714285714286,35
16,Vasco,17.0,5,LogisticRegression_LOSO,16,2025-11-25 18:30:27.237932,42.0,0.4,0.0,1.4285714285714286,1.4857142857142858,35
16,Vitória,16.0,3,LogisticRegression_LOSO,17,2025-11-25 18:30:27.237932,39.0,0.37142857142857144,0.5333333333333333,0.9142857142857143,1.3714285714285714,35
16,Juventude,14.0,4,LogisticRegression_LOSO,18,2025-11-25 18:30:27.237932,33.0,0.3142857142857143,0.4666666666666667,0.9428571428571428,1.8285714285714285,35
16,Fortaleza,12.0,2,LogisticRegression_LOSO,19,2025-11-25 18:30:27.237932,34.0,0.3333333333333333,0.6,1.088235294117647,1.5588235294117647,34
16,Sport,4.0,0,LogisticRegression_LOSO,20,2025-11-25 18:30:27.237932,17.0,0.1619047619047619,0.0,0.8,1.8857142857142857,35
17,Flamengo,39.0,12,LogisticRegression_LOSO,1,2025-11-25 18:30:27.237932,74.0,0.7047619047619048,0.6666666666666666,2.085714285714286,0.6571428571428571,35
17,Palmeiras,35.0,11,LogisticRegression_LOSO,2,2025-11-25 18:30:27.237932,70.0,0.6666666666666666,0.5333333333333333,1.6571428571428573,0.8285714285714286,35
17,Cruzeiro,34.0,10,LogisticRegression_LOSO,3,2025-11-25 18:30:27.237932,68.0,0.6476190476190476,0.7333333333333333,1.4857142857142858,0.7142857142857143,35
17,Bahia,31.0,9,LogisticRegression_LOSO,4,2025-11-25 18:30:27.237932,56.0,0.5333333333333333,0.4666666666666667,1.3428571428571427,1.2285714285714286,35
17,Mirassol,29.0,7,LogisticRegression_LOSO,5,2025-11-25 18:30:27.237932,63.0,0.6,0.5333333333333333,1.6571428571428573,0.9714285714285714,35
17,Botafogo,28.0,7,LogisticRegression_LOSO,6,2025-11-25 18:30:27.237932,58.0,0.5523809523809524,0.7333333333333333,1.4285714285714286,0.9142857142857143,35
17,Bragantino,27.0,8,LogisticRegression_LOSO,7,2025-11-25 18:30:27.237932,45.0,0.42857142857142855,0.6,1.1428571428571428,1.5142857142857142,35
17,Atlético-MG,24.0,6,LogisticRegression_LOSO,8,2025-11-25 18:30:27.237932,44.0,0.43137254901960786,0.6666666666666666,1.088235294117647,1.1470588235294117,34
17,Fluminense,23.0,7,LogisticRegression_LOSO,9,2025-11-25 18:30:27.237932,55.0,0.5238095238095238,0.5333333333333333,1.1428571428571428,1.0857142857142856,35
17,São Paulo,22.0,5,LogisticRegression_LOSO,10,2025-11-25 18:30:27.237932,48.0,0.45714285714285713,0.4666666666666667,1.1428571428571428,1.1428571428571428,35
