rodada,partida_id,placar,placar_mandante,placar_visitante,status,data_realizacao,edicao.edicao_id,edicao.temporada,edicao.nome_popular,campeonato.campeonato_id,campeonato.nome,campeonato.slug,time_mandante.time_id,time_mandante.nome_popular,time_mandante.sigla,time_mandante.escudo,time_visitante.time_id,time_visitante.nome_popular,time_visitante.sigla,time_visitante.escudo,estadio.estadio_id,estadio.nome_popular,rodada_num,time_mandante.valor,time_visitante.valor
19a-rodada,74383793,3x1,3,1,finalizado,45151,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Internacional,,,,Estádio Olímpico Nilton Santos,19,26300000,46450000
19a-rodada,12306375,2x1,2,1,finalizado,45151,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Grêmio,,,,Fluminense,,,,Arena do Grêmio,19,38000000,43500000
19a-rodada,94171032,0x1,0,1,finalizado,45151,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Goiás,,,,Estádio Raimundo Sampaio,19,8000000,9630000
19a-rodada,81069267,1x1,1,1,finalizado,45151,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,São Paulo,,,,Estádio Jornalista Mário Filho,19,77000000,23000000
19a-rodada,31360527,1x0,1,0,finalizado,45153,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Cruzeiro,,,,Allianz Parque,19,79300000,24050000
19a-rodada,74845027,1x1,1,1,finalizado,45153,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Vasco,,,,Estádio Nabi Abi Chedid,19,32100000,30300000
19a-rodada,22496289,2x0,2,0,finalizado,45154,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Cuiabá,,,,Ligga Arena,19,61600000,8530000
20a-rodada,69309443,0x0,0,0,finalizado,45157,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Botafogo,,,,Estádio Cícero Pompeu de Toledo,20,30800000,26900000
20a-rodada,27016317,3x1,3,1,finalizado,45157,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,América-MG,,,,Estádio Jornalista Mário Filho,20,37750000,7430000
20a-rodada,88880322,0x1,0,1,finalizado,45157,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Fortaleza,,,,Estádio Beira-Rio,20,26800000,15250000
20a-rodada,68210075,0x2,0,2,finalizado,45157,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Palmeiras,,,,Arena Pantanal,20,9200000,66500000
20a-rodada,28059811,4x0,4,0,finalizado,45158,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bahia,,,,Bragantino,,,,Arena Fonte Nova,20,24750000,31300000
20a-rodada,91470306,1x0,1,0,finalizado,45158,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Vasco,,,,Atlético-MG,,,,Estádio Jornalista Mário Filho,20,29100000,42200000
20a-rodada,70693506,2x1,2,1,finalizado,45158,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Grêmio,,,,Estádio Urbano Caldeira,20,37400000,40000000
20a-rodada,13901085,1x1,1,1,finalizado,45158,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cruzeiro,,,,Corinthians,,,,Estádio Governador Magalhães Pinto,20,22750000,30650000
20a-rodada,96510120,2x3,2,3,finalizado,45158,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Flamengo,,,,Estádio Major Antônio Couto Pereira,20,16150000,76300000
20a-rodada,60313137,1x1,1,1,finalizado,45160,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Athletico-PR,,,,Estádio Serra Dourada,20,7130000,65400000
21a-rodada,36963216,0x0,0,0,finalizado,45164,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Internacional,,,,Estádio Jornalista Mário Filho,21,79000000,20300000
21a-rodada,31022283,3x0,3,0,finalizado,45165,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Bahia,,,,Estádio Olímpico Nilton Santos,21,28400000,24750000
21a-rodada,93645419,2x0,2,0,finalizado,45165,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Cuiabá,,,,Estádio Nabi Abi Chedid,21,27300000,8800000
21a-rodada,94543786,2x0,2,0,finalizado,45165,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Santos,,,,Arena MRV,21,45000000,38000000
21a-rodada,54060803,1x0,1,0,finalizado,45165,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Vasco,,,,Allianz Parque,21,92000000,25950000
21a-rodada,92319362,3x1,3,1,finalizado,45165,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Coritiba,,,,Estádio Governador Plácido Castelo,21,12550000,18700000
21a-rodada,21720844,1x1,1,1,finalizado,45165,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Goiás,,,,Neo Química Arena ,21,33050000,9630000
21a-rodada,27443222,2x1,2,1,finalizado,45165,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,São Paulo,,,,Estádio Raimundo Sampaio,21,8000000,26200000
21a-rodada,83940318,2x2,2,2,finalizado,45165,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Fluminense,,,,Ligga Arena,21,48450000,27150000
21a-rodada,75464712,3x0,3,0,finalizado,45166,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Grêmio,,,,Cruzeiro,,,,Arena do Grêmio,21,36450000,23250000
22a-rodada,2283907,0x0,0,0,finalizado,45171,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Internacional,,,,Estádio Serra Dourada,22,9630000,39450000
22a-rodada,98352212,1x1,1,1,finalizado,45171,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Atlético-MG,,,,Ligga Arena,22,44800000,45600000
22a-rodada,13878059,0x0,0,0,finalizado,45172,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Palmeiras,,,,Neo Química Arena ,22,44100000,86000000
22a-rodada,88944796,1x0,1,0,finalizado,45172,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Fortaleza,,,,Estádio General Sylvio Raulino de Oliveira,22,35900000,11650000
22a-rodada,67345056,2x0,2,0,finalizado,45172,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Grêmio,,,,Cuiabá,,,,Arena do Grêmio,22,36600000,7580000
22a-rodada,22454742,2x0,2,0,finalizado,45172,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Santos,,,,Estádio Raimundo Sampaio,22,6200000,36700000
22a-rodada,93327175,0x0,0,0,finalizado,45172,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cruzeiro,,,,Bragantino,,,,Estádio Governador Magalhães Pinto,22,21050000,40800000
22a-rodada,89685311,1x1,1,1,finalizado,45172,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bahia,,,,Vasco,,,,Arena Fonte Nova,22,24150000,27950000
22a-rodada,58412581,1x2,1,2,finalizado,45172,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Flamengo,,,,Estádio Olímpico Nilton Santos,22,29400000,77000000
23a-rodada,25923193,2x1,2,1,finalizado,45183,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,São Paulo,,,,Estádio Beira-Rio,23,34550000,34600000
23a-rodada,789981,0x3,0,3,finalizado,45183,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Athletico-PR,,,,Estádio Estadual Kléber José de Andrade,23,88000000,20700000
23a-rodada,47037792,2x0,2,0,finalizado,45184,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Grêmio,,,,Estádio Nabi Abi Chedid,23,33630000,39100000
23a-rodada,2148923,2x1,2,1,finalizado,45184,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Corinthians,,,,Estádio Governador Plácido Castelo,23,11350000,36050000
23a-rodada,77484680,0x3,0,3,finalizado,45184,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Cruzeiro,,,,Estádio Urbano Caldeira,23,38150000,21750000
23a-rodada,50027170,2x4,2,4,finalizado,45184,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Bahia,,,,Estádio Major Antônio Couto Pereira,23,10850000,24350000
23a-rodada,88552119,1x0,1,0,finalizado,45185,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Goiás,,,,Allianz Parque,23,70500000,6730000
23a-rodada,57807875,4x2,4,2,finalizado,45185,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Vasco,,,,Fluminense,,,,Estádio Olímpico Nilton Santos,23,29750000,52400000
23a-rodada,18957241,2x2,2,2,finalizado,45185,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,América-MG,,,,Arena Pantanal,23,9200000,6350000
23a-rodada,47061217,1x0,1,0,finalizado,45186,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Botafogo,,,,Arena MRV,23,43600000,25800000
24a-rodada,55881994,1x2,1,2,finalizado,45188,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bahia,,,,Santos,,,,Arena Fonte Nova,24,28600000,40600000
15a-rodada,91561100,4x4,4,4,finalizado,45188,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Grêmio,,,,Neo Química Arena ,15,46300000,36200000
24a-rodada,49653339,0x2,0,2,finalizado,45189,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Bragantino,,,,Estádio Raimundo Sampaio,24,7300000,27030000
24a-rodada,50099674,1x0,1,0,finalizado,45190,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Cruzeiro,,,,Estádio Jornalista Mário Filho,24,36250000,22950000
24a-rodada,88314236,0x0,0,0,finalizado,45190,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Flamengo,,,,Estádio Serra Dourada,24,11150000,77500000
24a-rodada,86567128,1x2,1,2,finalizado,45190,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Fortaleza,,,,Estádio Cícero Pompeu de Toledo,24,28300000,11350000
24a-rodada,38526815,1x0,1,0,finalizado,45191,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Grêmio,,,,Palmeiras,,,,Arena do Grêmio,24,35900000,98000000
24a-rodada,18663186,5x1,5,1,finalizado,45191,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Vasco,,,,Coritiba,,,,Estádio São Januário,24,28000000,15150000
24a-rodada,86447791,2x1,2,1,finalizado,45191,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Internacional,,,,Ligga Arena,24,51900000,19800000
24a-rodada,3911193,1x0,1,0,finalizado,45192,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Botafogo,,,,Neo Química Arena ,24,51700000,30800000
24a-rodada,48727459,1x0,1,0,finalizado,45193,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Cuiabá,,,,Arena MRV,24,45100000,8350000
15a-rodada,63253599,0x1,0,1,finalizado,45195,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Vasco,,,,Estádio Raimundo Sampaio,15,8400000,28000000
22a-rodada,35253347,2x1,2,1,finalizado,45197,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Coritiba,,,,Estádio Cícero Pompeu de Toledo,22,28300000,13250000
25a-rodada,21948331,3x0,3,0,finalizado,45199,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Fluminense,,,,Arena Pantanal,25,7800000,23950000
25a-rodada,79275581,1x0,1,0,finalizado,45199,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Bahia,,,,Estádio Jornalista Mário Filho,25,79000000,24350000
25a-rodada,81959041,2x1,2,1,finalizado,45199,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Corinthians,,,,Estádio Cícero Pompeu de Toledo,25,39100000,22150000
25a-rodada,54241199,1x1,1,1,finalizado,45199,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Grêmio,,,,Estádio Governador Plácido Castelo,25,14500000,31350000
25a-rodada,54437902,2x0,2,0,finalizado,45200,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Athletico-PR,,,,Estádio Major Antônio Couto Pereira,25,16650000,29200000
25a-rodada,58106564,4x1,4,1,finalizado,45200,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Vasco,,,,Estádio Urbano Caldeira,25,40600000,32300000
25a-rodada,31745685,2x1,2,1,finalizado,45200,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Palmeiras,,,,Estádio Nabi Abi Chedid,25,34400000,51800000
25a-rodada,25450129,1x1,1,1,finalizado,45200,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cruzeiro,,,,América-MG,,,,Estádio Governador Magalhães Pinto,25,23050000,8750000
25a-rodada,80271255,0x2,0,2,finalizado,45200,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Atlético-MG,,,,Estádio Beira-Rio,25,8900000,42400000
25a-rodada,18176119,1x1,1,1,finalizado,45202,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Goiás,,,,Estádio Olímpico Nilton Santos,25,27600000,9630000
26a-rodada,48979153,0x0,0,0,finalizado,45206,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Vasco,,,,São Paulo,,,,Estádio São Januário,26,29150000,37500000
26a-rodada,82077218,4x6,4,6,finalizado,45206,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Bahia,,,,Estádio Serra Dourada,26,10480000,21050000
26a-rodada,56546655,1x1,1,1,finalizado,45207,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Flamengo,,,,Neo Química Arena ,26,44400000,79000000
26a-rodada,64443466,1x1,1,1,finalizado,45207,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Bragantino,,,,Ligga Arena,26,31600000,34900000
26a-rodada,35110542,0x2,0,2,finalizado,45207,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Botafogo,,,,Estádio Jornalista Mário Filho,26,46100000,25800000
26a-rodada,32644893,3x2,3,2,finalizado,45207,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Grêmio,,,,Estádio Beira-Rio,26,49450000,35350000
26a-rodada,40658037,3x2,3,2,finalizado,45207,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,América-MG,,,,Estádio Governador Plácido Castelo,26,11650000,9250000
26a-rodada,93702559,1x2,1,2,finalizado,45207,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Coritiba,,,,Arena MRV,26,43600000,12450000
26a-rodada,36509746,1x2,1,2,finalizado,45207,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Santos,,,,Arena Barueri,26,101000000,42600000
26a-rodada,18782515,0x0,0,0,finalizado,45214,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Cruzeiro,,,,Arena Pantanal,26,6580000,22350000
27a-rodada,94078784,2x0,2,0,finalizado,45218,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,São Paulo,,,,Estádio de Hailé Pinheiro,27,7130000,37600000
27a-rodada,70892303,1x0,1,0,finalizado,45218,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bahia,,,,Internacional,,,,Arena Fonte Nova,27,23350000,38850000
27a-rodada,47298881,1x0,1,0,finalizado,45218,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Vasco,,,,Fortaleza,,,,Estádio São Januário,27,29950000,14950000
27a-rodada,20324793,1x2,1,2,finalizado,45218,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Grêmio,,,,Athletico-PR,,,,Arena do Grêmio,27,22650000,31300000
27a-rodada,99736516,1x2,1,2,finalizado,45218,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Botafogo,,,,Estádio Raimundo Sampaio,27,8150000,28500000
27a-rodada,50335101,0x3,0,3,finalizado,45218,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Cuiabá,,,,Estádio Major Antônio Couto Pereira,27,16400000,9750000
27a-rodada,16950616,0x2,0,2,finalizado,45219,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cruzeiro,,,,Flamengo,,,,Estádio Governador Magalhães Pinto,27,20250000,75500000
27a-rodada,47786892,0x2,0,2,finalizado,45219,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Atlético-MG,,,,Allianz Parque,27,101000000,52000000
27a-rodada,29829568,3x3,3,3,finalizado,45219,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Corinthians,,,,Estádio Jornalista Mário Filho,27,33750000,40500000
27a-rodada,53159090,1x3,1,3,finalizado,45219,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Bragantino,,,,Estádio Urbano Caldeira,27,36300000,33400000
28a-rodada,32411825,2x0,2,0,finalizado,45220,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bahia,,,,Fortaleza,,,,Arena Fonte Nova,28,27600000,11100000
28a-rodada,71847460,3x0,3,0,finalizado,45220,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Grêmio,,,,Estádio Cícero Pompeu de Toledo,28,36600000,25600000
28a-rodada,12104398,1x1,1,1,finalizado,45220,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Goiás,,,,Arena Pantanal,28,9750000,8080000
28a-rodada,56187053,1x0,1,0,finalizado,45221,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Fluminense,,,,Estádio Nabi Abi Chedid,28,30900000,44000000
28a-rodada,84746646,1x0,1,0,finalizado,45221,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Vasco,,,,Estádio Jornalista Mário Filho,28,93000000,27400000
28a-rodada,4746662,1x1,1,1,finalizado,45221,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,América-MG,,,,Neo Química Arena ,28,43600000,7850000
28a-rodada,84263617,1x1,1,1,finalizado,45221,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Athletico-PR,,,,Estádio Olímpico Nilton Santos,28,25800000,28300000
28a-rodada,97146228,7x1,7,1,finalizado,45221,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Santos,,,,Estádio Beira-Rio,28,49450000,25700000
28a-rodada,87254377,0x1,0,1,finalizado,45221,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Cruzeiro,,,,Arena MRV,28,52000000,20550000
28a-rodada,23252483,0x2,0,2,finalizado,45221,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Palmeiras,,,,Estádio Major Antônio Couto Pereira,28,15550000,65000000
29a-rodada,53501097,5x0,5,0,finalizado,45225,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,São Paulo,,,,Allianz Parque,29,83000000,32100000
29a-rodada,47638512,3x0,3,0,finalizado,45225,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cruzeiro,,,,Bahia,,,,Estádio Governador Magalhães Pinto,29,23050000,23350000
29a-rodada,7495476,0x1,0,1,finalizado,45225,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Corinthians,,,,Arena Pantanal,29,11750000,44600000
29a-rodada,72460112,3x2,3,2,finalizado,45225,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Grêmio,,,,Flamengo,,,,Arena do Grêmio,29,23250000,98500000
29a-rodada,96949521,3x2,3,2,finalizado,45225,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,América-MG,,,,Ligga Arena,29,31300000,8750000
29a-rodada,24206844,1x2,1,2,finalizado,45225,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Atlético-MG,,,,Estádio Nabi Abi Chedid,29,33900000,44700000
29a-rodada,70040406,5x3,5,3,finalizado,45225,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Goiás,,,,Estádio General Sylvio Raulino de Oliveira,29,40250000,8400000
29a-rodada,71566274,2x1,2,1,finalizado,45226,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Coritiba,,,,Estádio Urbano Caldeira,29,40600000,16250000
29a-rodada,89593085,1x2,1,2,finalizado,45226,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Vasco,,,,Internacional,,,,Estádio São Januário,29,27400000,49450000
30a-rodada,37043138,2x0,2,0,finalizado,45228,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Fluminense,,,,Arena MRV,30,50900000,43600000
30a-rodada,80409978,1x0,1,0,finalizado,45228,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Bahia,,,,Allianz Parque,30,82500000,22450000
30a-rodada,672617,1x1,1,1,finalizado,45228,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Santos,,,,Neo Química Arena ,30,40500000,41400000
30a-rodada,40330539,1x1,1,1,finalizado,45228,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,São Paulo,,,,Ligga Arena,30,32200000,31000000
30a-rodada,65380892,1x1,1,1,finalizado,45228,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Vasco,,,,Estádio Serra Dourada,30,9830000,25450000
30a-rodada,17668831,3x4,3,4,finalizado,45228,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Coritiba,,,,Estádio Beira-Rio,30,44600000,16850000
30a-rodada,88215341,3x4,3,4,finalizado,45228,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Grêmio,,,,Estádio Raimundo Sampaio,30,8050000,27500000
30a-rodada,5734863,0x1,0,1,finalizado,45229,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Cuiabá,,,,Estádio Olímpico Nilton Santos,30,30000000,10350000
31a-rodada,54237501,1x0,1,0,finalizado,45230,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bahia,,,,Fluminense,,,,Arena Fonte Nova,31,23350000,18900000
31a-rodada,63276147,1x0,1,0,finalizado,45231,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Athletico-PR,,,,Neo Química Arena ,31,36800000,31300000
31a-rodada,75711885,1x1,1,1,finalizado,45231,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,América-MG,,,,Estádio Beira-Rio,31,32950000,8150000
31a-rodada,6261447,3x1,3,1,finalizado,45232,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Fortaleza,,,,Arena MRV,31,50900000,14850000
31a-rodada,72919427,1x2,1,2,finalizado,45232,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Grêmio,,,,Estádio Major Antônio Couto Pereira,31,12850000,27150000
31a-rodada,18638940,1x2,1,2,finalizado,45232,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Santos,,,,Estádio Nacional de Brasília Mané Garrincha,31,93000000,25400000
31a-rodada,877720,0x2,0,2,finalizado,45232,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Bragantino,,,,Estádio Serra Dourada,31,11400000,34100000
31a-rodada,32003928,0x2,0,2,finalizado,45232,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Vasco,,,,Arena Pantanal,31,10200000,27450000
31a-rodada,67446134,3x4,3,4,finalizado,45232,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Palmeiras,,,,Estádio Olímpico Nilton Santos,31,25800000,83000000
31a-rodada,96351279,1x0,1,0,finalizado,45233,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Cruzeiro,,,,Estádio Cícero Pompeu de Toledo,31,34100000,23050000
32a-rodada,51246108,1x0,1,0,finalizado,45234,,2023,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Grêmio,,,,Bahia,,,,Arena do Grêmio,32,35600000,16350000
