rodada,partida_id,placar,placar_mandante,placar_visitante,status,data_realizacao,edicao.edicao_id,edicao.temporada,edicao.nome_popular,campeonato.campeonato_id,campeonato.nome,campeonato.slug,time_mandante.time_id,time_mandante.nome_popular,time_mandante.sigla,time_mandante.escudo,time_visitante.time_id,time_visitante.nome_popular,time_visitante.sigla,time_visitante.escudo,estadio.estadio_id,estadio.nome_popular,rodada_num,time_mandante.valor,time_visitante.valor
1a-rodada,21909560,0x0,0,0,finalizado,44660,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Santos,,,,Estádio Jornalista Mário Filho,1,28050000,29500000
1a-rodada,92222998,3x0,3,0,finalizado,44661,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Goiás,,,,Estádio Major Antônio Couto Pereira,1,9200000,6850000
1a-rodada,65976287,1x1,1,1,finalizado,44661,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,Flamengo,,,,Estádio Antonio Accioly,1,8650000,95500000
1a-rodada,20562624,2x0,2,0,finalizado,44661,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Internacional,,,,Estádio Governador Magalhães Pinto,1,63000000,39000000
1a-rodada,85543125,0x1,0,1,finalizado,44661,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Cuiabá,,,,Estádio Governador Plácido Castelo,1,11050000,10250000
1a-rodada,2797836,2x3,2,3,finalizado,44661,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Ceará,,,,Allianz Parque,1,87200000,11050000
1a-rodada,11499934,1x3,1,3,finalizado,44661,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Corinthians,,,,Estádio Olímpico Nilton Santos,1,30500000,47050000
1a-rodada,98792665,1x0,1,0,finalizado,44662,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,América-MG,,,,Estádio Aderbal Ramos da Silva,1,4280000,11300000
1a-rodada,43288246,4x0,4,0,finalizado,44662,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Athletico-PR,,,,Estádio Cícero Pompeu de Toledo,1,31300000,34700000
1a-rodada,40486996,2x2,2,2,finalizado,44663,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,Bragantino,,,,Estádio Alfredo Jaconi ,1,8000000,37700000
2a-rodada,87711163,1x1,1,1,finalizado,44667,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Palmeiras,,,,Estádio Serra Dourada,2,8950000,86000000
2a-rodada,80862210,0x1,0,1,finalizado,44668,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Fluminense,,,,Arena Pantanal,2,10000000,29600000
2a-rodada,7343718,4x1,4,1,finalizado,44668,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Juventude,,,,Estádio Raimundo Sampaio,2,8650000,8000000
2a-rodada,16898680,3x0,3,0,finalizado,44668,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Avaí,,,,Neo Química Arena ,2,44600000,4280000
2a-rodada,6153193,0x1,0,1,finalizado,44668,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Atlético-MG,,,,Arena da Baixada,2,26750000,64900000
2a-rodada,21270945,4x0,4,0,finalizado,44668,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Atlético-GO,,,,Estádio Nabi Abi Chedid,2,36500000,8650000
2a-rodada,50751272,2x1,2,1,finalizado,44668,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Coritiba,,,,Estádio Urbano Caldeira,2,34900000,9000000
2a-rodada,3725688,3x1,3,1,finalizado,44668,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,São Paulo,,,,Estádio Jornalista Mário Filho,2,84300000,33300000
2a-rodada,21670638,2x1,2,1,finalizado,44668,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Fortaleza,,,,Estádio Beira-Rio,2,27650000,12150000
2a-rodada,98539145,1x3,1,3,finalizado,44669,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Ceará,,,,Botafogo,,,,Estádio Governador Plácido Castelo,2,9750000,27480000
4a-rodada,22777328,0x0,0,0,finalizado,44672,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Palmeiras,,,,Estádio Jornalista Mário Filho,4,83800000,88000000
3a-rodada,81727357,1x0,1,0,finalizado,44674,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Flamengo,,,,Arena da Baixada,3,26250000,72500000
3a-rodada,35832113,1x1,1,1,finalizado,44674,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,São Paulo,,,,Estádio Nabi Abi Chedid,3,22550000,34800000
3a-rodada,53170301,3x0,3,0,finalizado,44675,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,América-MG,,,,Estádio Urbano Caldeira,3,34900000,10150000
3a-rodada,68622549,0x1,0,1,finalizado,44675,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,Cuiabá,,,,Estádio Alfredo Jaconi ,3,7800000,8500000
3a-rodada,37628325,3x0,3,0,finalizado,44675,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Corinthians,,,,Arena Barueri,3,91000000,43800000
3a-rodada,39984420,0x1,0,1,finalizado,44675,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Internacional,,,,Estádio Jornalista Mário Filho,3,28250000,37300000
3a-rodada,20806248,1x1,1,1,finalizado,44675,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,Botafogo,,,,Estádio Antonio Accioly,3,8550000,19980000
3a-rodada,95855395,2x2,2,2,finalizado,44675,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Coritiba,,,,Estádio Raimundo Sampaio,3,42400000,6950000
3a-rodada,69379919,3x2,3,2,finalizado,44677,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,Goiás,,,,Estádio Aderbal Ramos da Silva,3,5980000,6900000
4a-rodada,14590939,1x0,1,0,finalizado,44681,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Athletico-PR,,,,Estádio Raimundo Sampaio,4,9450000,21550000
4a-rodada,41845307,2x2,2,2,finalizado,44681,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Atlético-MG,,,,Estádio Serra Dourada,4,8550000,72000000
4a-rodada,58735110,0x1,0,1,finalizado,44681,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Ceará,,,,Bragantino,,,,Estádio Governador Plácido Castelo,4,8800000,42000000
4a-rodada,25892899,1x1,1,1,finalizado,44682,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Juventude,,,,Estádio Olímpico Nilton Santos,4,29780000,7400000
4a-rodada,99523737,1x0,1,0,finalizado,44682,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Fortaleza,,,,Neo Química Arena ,4,47600000,12400000
4a-rodada,53742448,1x1,1,1,finalizado,44682,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Atlético-GO,,,,Arena Pantanal,4,9200000,9100000
4a-rodada,68989036,3x2,3,2,finalizado,44682,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Fluminense,,,,Estádio Major Antônio Couto Pereira,4,8800000,37300000
4a-rodada,6267240,0x0,0,0,finalizado,44683,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Avaí,,,,Estádio Beira-Rio,4,34300000,6000000
4a-rodada,25152168,2x1,2,1,finalizado,44684,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Santos,,,,Estádio Cícero Pompeu de Toledo,4,30600000,26400000
5a-rodada,33799190,1x2,1,2,finalizado,44688,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,América-MG,,,,Estádio Raimundo Sampaio,5,54300000,7150000
5a-rodada,47751732,0x1,0,1,finalizado,44689,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Botafogo,,,,Estádio Nacional de Brasília Mané Garrincha,5,82300000,20880000
5a-rodada,88852550,1x1,1,1,finalizado,44689,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Fluminense,,,,Allianz Parque,5,86000000,29300000
5a-rodada,61683904,1x0,1,0,finalizado,44689,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Ceará,,,,Arena da Baixada,5,27550000,10950000
5a-rodada,93140111,0x1,0,1,finalizado,44689,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Corinthians,,,,Estádio Nabi Abi Chedid,5,33850000,32300000
5a-rodada,84895305,4x1,4,1,finalizado,44689,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Cuiabá,,,,Estádio Urbano Caldeira,5,29700000,6450000
5a-rodada,18701435,0x1,0,1,finalizado,44689,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,Goiás,,,,Estádio Antonio Accioly,5,8450000,6550000
5a-rodada,20799598,1x1,1,1,finalizado,44690,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,São Paulo,,,,Estádio Governador Plácido Castelo,5,12450000,30000000
5a-rodada,22834798,1x1,1,1,finalizado,44690,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,Internacional,,,,Estádio Alfredo Jaconi ,5,9780000,36900000
5a-rodada,393138,2x1,2,1,finalizado,44691,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,Coritiba,,,,Estádio Aderbal Ramos da Silva,5,5980000,6650000
7a-rodada,44955656,1x1,1,1,finalizado,44693,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Atlético-MG,,,,Estádio Nabi Abi Chedid,7,51800000,74000000
6a-rodada,32635006,2x0,2,0,finalizado,44695,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Bragantino,,,,Allianz Parque,6,86700000,26500000
6a-rodada,75723892,2x2,2,2,finalizado,44695,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Ceará,,,,Flamengo,,,,Estádio Governador Plácido Castelo,6,8700000,89000000
6a-rodada,59843802,2x1,2,1,finalizado,44696,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Athletico-PR,,,,Estádio General Sylvio Raulino de Oliveira,6,36600000,29050000
6a-rodada,93159639,1x0,1,0,finalizado,44696,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,América-MG,,,,Estádio Major Antônio Couto Pereira,6,7950000,10200000
6a-rodada,51074563,2x0,2,0,finalizado,44696,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Atlético-GO,,,,Estádio Raimundo Sampaio,6,74000000,8200000
6a-rodada,59925451,1x2,1,2,finalizado,44696,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,Juventude,,,,Estádio Aderbal Ramos da Silva,6,5980000,8150000
6a-rodada,94377565,3x1,3,1,finalizado,44696,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Fortaleza,,,,Estádio Olímpico Nilton Santos,6,18880000,13800000
6a-rodada,19987089,2x1,2,1,finalizado,44696,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Cuiabá,,,,Estádio Cícero Pompeu de Toledo,6,33500000,7700000
6a-rodada,52295208,2x2,2,2,finalizado,44696,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Corinthians,,,,Estádio Beira-Rio,6,40900000,36300000
6a-rodada,91526155,1x0,1,0,finalizado,44697,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Santos,,,,Estádio Serra Dourada,6,6950000,25900000
7a-rodada,33981607,0x0,0,0,finalizado,44702,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Ceará,,,,Arena Barueri,7,27400000,10100000
7a-rodada,56966169,1x0,1,0,finalizado,44702,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Goiás,,,,Estádio Jornalista Mário Filho,7,100500000,6600000
7a-rodada,18947277,2x0,2,0,finalizado,44702,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,Coritiba,,,,Estádio Antonio Accioly,7,7950000,7800000
7a-rodada,35765286,1x1,1,1,finalizado,44703,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Internacional,,,,Arena Pantanal,7,8450000,41100000
7a-rodada,60701270,1x1,1,1,finalizado,44703,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Botafogo,,,,Estádio Raimundo Sampaio,7,5800000,30880000
7a-rodada,19519307,0x1,0,1,finalizado,44703,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Fluminense,,,,Estádio Governador Plácido Castelo,7,11550000,37000000
7a-rodada,69753861,1x1,1,1,finalizado,44703,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,São Paulo,,,,Neo Química Arena ,7,36650000,34300000
7a-rodada,23996835,0x3,0,3,finalizado,44703,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,Palmeiras,,,,Estádio Alfredo Jaconi ,7,7580000,72700000
7a-rodada,73003791,2x1,2,1,finalizado,44704,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Avaí,,,,Arena da Baixada,7,32700000,5700000
8a-rodada,27684074,1x1,1,1,finalizado,44709,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Bragantino,,,,Estádio Serra Dourada,8,6900000,49150000
8a-rodada,42288459,0x1,0,1,finalizado,44710,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Palmeiras,,,,Estádio Urbano Caldeira,8,28400000,72450000
8a-rodada,43805330,1x1,1,1,finalizado,44710,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Juventude,,,,Estádio Governador Plácido Castelo,8,14600000,6000000
8a-rodada,94553151,0x1,0,1,finalizado,44710,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Athletico-PR,,,,Arena Pantanal,8,6400000,28700000
8a-rodada,87676585,1x1,1,1,finalizado,44710,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,América-MG,,,,Neo Química Arena ,8,30950000,5900000
8a-rodada,310928,1x0,1,0,finalizado,44710,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Botafogo,,,,Estádio Major Antônio Couto Pereira,8,5800000,15730000
8a-rodada,38287506,1x2,1,2,finalizado,44710,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Flamengo,,,,Estádio Jornalista Mário Filho,8,27050000,93000000
8a-rodada,68287167,2x2,2,2,finalizado,44710,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Ceará,,,,Estádio Cícero Pompeu de Toledo,8,33000000,8950000
8a-rodada,1922344,2x1,2,1,finalizado,44711,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Avaí,,,,Estádio Governador Magalhães Pinto,8,37700000,8250000
8a-rodada,20763082,1x1,1,1,finalizado,44712,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Atlético-GO,,,,Estádio Beira-Rio,8,41900000,7600000
3a-rodada,14581033,0x1,0,1,finalizado,44714,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Ceará,,,,Estádio Governador Plácido Castelo,3,11750000,9400000
9a-rodada,42134247,2x1,2,1,finalizado,44716,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Cuiabá,,,,Estádio Raimundo Sampaio,9,8550000,10400000
9a-rodada,22038782,1x1,1,1,finalizado,44717,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Ceará,,,,Coritiba,,,,Estádio Governador Plácido Castelo,9,9800000,4950000
9a-rodada,95115541,1x0,1,0,finalizado,44717,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,Fluminense,,,,Estádio Alfredo Jaconi ,9,7400000,27550000
9a-rodada,52296979,0x0,0,0,finalizado,44717,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Atlético-MG,,,,Allianz Parque,9,68750000,45400000
9a-rodada,56770383,1x1,1,1,finalizado,44717,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,São Paulo,,,,Estádio Aderbal Ramos da Silva,9,5280000,26900000
9a-rodada,24664181,1x2,1,2,finalizado,44717,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Fortaleza,,,,Estádio Jornalista Mário Filho,9,74000000,11650000
9a-rodada,17508705,2x2,2,2,finalizado,44717,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Santos,,,,Arena da Baixada,9,32700000,28200000
9a-rodada,97065266,0x1,0,1,finalizado,44717,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,Corinthians,,,,Estádio Antonio Accioly,9,7900000,34150000
9a-rodada,45251918,0x2,0,2,finalizado,44718,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Internacional,,,,Estádio Nabi Abi Chedid,9,43650000,39900000
9a-rodada,69544427,1x2,1,2,finalizado,44719,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Goiás,,,,Estádio Olímpico Nilton Santos,9,16480000,7000000
10a-rodada,90807310,1x0,1,0,finalizado,44720,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Corinthians,,,,Arena Pantanal,10,10350000,32500000
10a-rodada,66290553,1x1,1,1,finalizado,44721,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Internacional,,,,Estádio Urbano Caldeira,10,26100000,34400000
10a-rodada,6824064,1x0,1,0,finalizado,44721,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Flamengo,,,,Estádio Nabi Abi Chedid,10,51300000,81000000
10a-rodada,10311610,1x3,1,3,finalizado,44721,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,Athletico-PR,,,,Estádio Alfredo Jaconi ,10,6650000,27700000
10a-rodada,84774608,0x2,0,2,finalizado,44721,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Ceará,,,,Estádio Raimundo Sampaio,10,9350000,10450000
10a-rodada,29118303,2x1,2,1,finalizado,44721,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,Avaí,,,,Estádio Antonio Accioly,10,7650000,7430000
10a-rodada,31859253,5x3,5,3,finalizado,44721,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Atlético-MG,,,,Estádio Jornalista Mário Filho,10,26550000,45400000
10a-rodada,37354377,1x1,1,1,finalizado,44722,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Goiás,,,,Estádio Governador Plácido Castelo,10,13200000,9950000
10a-rodada,11475131,4x0,4,0,finalizado,44722,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Botafogo,,,,Allianz Parque,10,83500000,17980000
10a-rodada,82201787,1x1,1,1,finalizado,44722,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,São Paulo,,,,Estádio Major Antônio Couto Pereira,10,8150000,34400000
11a-rodada,38620691,2x0,2,0,finalizado,44723,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Juventude,,,,Neo Química Arena ,11,33950000,6400000
11a-rodada,89510664,1x0,1,0,finalizado,44724,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,América-MG,,,,Estádio Cícero Pompeu de Toledo,11,32400000,9350000
11a-rodada,44885373,1x1,1,1,finalizado,44724,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Santos,,,,Estádio Governador Magalhães Pinto,11,59800000,23800000
11a-rodada,8211767,3x1,3,1,finalizado,44724,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Flamengo,,,,Estádio Beira-Rio,11,39900000,74600000
11a-rodada,40944835,1x1,1,1,finalizado,44724,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Ceará,,,,Estádio Serra Dourada,11,11000000,10850000
11a-rodada,41504473,1x1,1,1,finalizado,44724,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Bragantino,,,,Arena Pantanal,11,9800000,49800000
11a-rodada,60484927,0x2,0,2,finalizado,44724,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Palmeiras,,,,Estádio Major Antônio Couto Pereira,11,5050000,83500000
11a-rodada,30633964,0x2,0,2,finalizado,44724,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Atlético-GO,,,,Estádio Jornalista Mário Filho,11,26850000,8100000
11a-rodada,61352292,0x0,0,0,finalizado,44725,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Athletico-PR,,,,Estádio Governador Plácido Castelo,11,11650000,25850000
11a-rodada,86444977,0x1,0,1,finalizado,44726,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Avaí,,,,Estádio Olímpico Nilton Santos,11,15480000,7180000
12a-rodada,72296906,1x2,1,2,finalizado,44727,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,Santos,,,,Estádio Alfredo Jaconi ,12,7250000,26300000
12a-rodada,20935399,1x0,1,0,finalizado,44728,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,São Paulo,,,,Estádio Olímpico Nilton Santos,12,29150000,35500000
12a-rodada,59398495,2x0,2,0,finalizado,44728,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Cuiabá,,,,Estádio Jornalista Mário Filho,12,93800000,9300000
12a-rodada,90815626,0x0,0,0,finalizado,44728,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Ceará,,,,Atlético-MG,,,,Estádio Governador Plácido Castelo,12,10400000,50900000
12a-rodada,49142693,0x0,0,0,finalizado,44728,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Fluminense,,,,Estádio Raimundo Sampaio,12,9000000,32850000
12a-rodada,34135116,4x2,4,2,finalizado,44728,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Coritiba,,,,Estádio Nabi Abi Chedid,12,42500000,7500000
12a-rodada,79180747,1x2,1,2,finalizado,44728,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Internacional,,,,Estádio Serra Dourada,12,8750000,39400000
12a-rodada,99048443,4x2,4,2,finalizado,44728,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Atlético-GO,,,,Allianz Parque,12,90000000,8100000
12a-rodada,19377848,1x1,1,1,finalizado,44728,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Corinthians,,,,Arena da Baixada,12,26900000,38300000
12a-rodada,48567579,3x2,3,2,finalizado,44729,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,Fortaleza,,,,Estádio Aderbal Ramos da Silva,12,8280000,9850000
13a-rodada,14457198,1x0,1,0,finalizado,44731,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,América-MG,,,,Estádio Governador Plácido Castelo,13,12550000,9350000
13a-rodada,16412587,0x0,0,0,finalizado,44731,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Ceará,,,,Arena Pantanal,13,9150000,9100000
13a-rodada,42337051,2x0,2,0,finalizado,44731,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Avaí,,,,Estádio Jornalista Mário Filho,13,33850000,7380000
13a-rodada,28913738,1x2,1,2,finalizado,44731,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Palmeiras,,,,Estádio Cícero Pompeu de Toledo,13,33800000,96000000
13a-rodada,67252994,1x0,1,0,finalizado,44731,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Goiás,,,,Neo Química Arena ,13,29950000,6750000
